Const,Title,Sum
tt1080857,Voy a explotar,0.19788918205804748
tt1239388,Three Blind Mice,0.19736842105263158
tt1103963,Er shi si cheng ji,0.19710906701708278
tt1221141,La mujer sin cabeza,0.1968503937007874
tt1090680,Milh Hadha al-Bahr,0.1965923984272608
tt1095421,Ramchand Pakistani,0.19633507853403143
tt0920460,Gitmek: Benim Marlon ve Brandom,0.19607843137254902
tt1085491,Postales de Leningrado,0.195822454308094
tt1353033,Manjadikuru,0.19556714471968709
tt1310654,Mascarades,0.1953125
tt1173744,La rabia,0.19505851755526657
tt1094275,Sous les bombes,0.19480519480519481
tt1223975,Tony Manero,0.19455252918287938
tt0872245,Better Things,0.19430051813471502
tt1153690,Ballast,0.19404915912031048
tt1252383,Dikoe pole,0.1937984496124031
tt1318899,"La Tigra, Chaco",0.1935483870967742
tt1048147,Borderline,0.19329896907216496
tt1444306,El olvido,0.19305019305019305
tt1285144,La ventana,0.1928020565552699
tt1081929,Aquele Querido Mês de Agosto,0.1925545571245186
tt1204366,Desierto adentro,0.19230769230769232
tt1225290,Cztery noce z Anna,0.19206145966709348
tt1092021,A nyomozó,0.1918158567774936
tt1389082,Zha lai nuo er,0.19157088122605365
tt1319569,Home,0.1913265306122449
tt1198410,Tiro en la cabeza,0.1910828025477707
tt1048173,Vogelfrei,0.19083969465648856
tt0488000,Andalucia,0.1905972045743329
tt0829211,Kako postati heroj,0.19035532994923857
tt1059977,U reki,0.19011406844106463
tt0996982,Turneja,0.189873417721519
tt0363780,Lymelife,0.18963337547408343
tt0445953,Disgrace,0.1893939393939394
tt1095442,Goodbye Solo,0.18915510718789408
tt1284577,Gabbla,0.1889168765743073
tt0995712,Buick Riviera,0.18867924528301888
tt1183942,Parque vía,0.1884422110552764
tt2498422,Hao mao,0.18820577164366373
tt1226291,Slepé lásky,0.18796992481203006
tt1080716,Karamazovi,0.18773466833541927
tt0923688,Ezra,0.1875
tt1353180,Odnazhdy v provintsii,0.18726591760299627
tt0899216,Blodsbånd,0.18703241895261846
tt1176954,Eldorado,0.18679950186799502
tt0910860,Delta,0.18633540372670807
tt1094627,Buda as sharm foru rikht,0.18610421836228289
tt1016307,Megane,0.18587360594795538
tt1122599,Momma's Man,0.18564356435643564
tt0847750,Nadzieja,0.18541409147095178
tt1179793,Tatil Kitabi,0.18518518518518517
tt0953318,Ben X,0.18495684340320592
tt0979917,Magnus,0.18472906403940886
tt0841017,Cochochi,0.18450184501845018
tt1135992,Wonderful Town,0.18427518427518427
tt1053822,El camino,0.18404907975460122
tt1205918,Shivachki,0.18382352941176472
tt1198128,Oi erastes tis Axou,0.1835985312117503
tt1157609,Be Like Others,0.18337408312958436
tt2511716,Tingya,0.18315018315018314
tt1090316,Foul Gesture,0.18292682926829268
tt1094635,Geomen tangyi sonyeo oi,0.18270401948842874
tt1038904,Calle Santa Fe,0.18248175182481752
tt1188744,Shahida,0.1822600243013366
tt0995747,Rusalka,0.1820388349514563
tt1101675,Lake Tahoe,0.18181818181818182
tt1160935,Salata baladi,0.18159806295399517
tt1135965,"El cielo, la tierra, y la lluvia",0.18137847642079807
tt0431842,Gå med fred Jamil - Ma salama Jamil,0.18115942028985507
tt1058748,Sankara,0.18072289156626506
tt0817225,Milyang,0.18050541516245489
tt0961198,Armin,0.18007202881152462
,,
